1,6068,3,963284400.0
1,6081,4,963370800.0
1,6119,5,963284400.0
1,6141,5,963370800.0
1,6247,5,963370800.0
2,6365,3,966222000.0
2,6565,1,963370800.0
2,6728,5,963716400.0
2,7462,4,966222000.0
2,7492,5,963457200.0
2,8302,5,963457200.0
3,6007,1,963370800.0
4,7413,4,961988400.0
4,7455,5,961988400.0
4,7521,4,961988400.0
4,7554,5,962247600.0
4,7584,4,963889200.0
4,7624,4,962679600.0
4,7632,4,962247600.0
4,8637,5,972871200.0
5,6120,5,963630000.0
5,6156,5,963370800.0
5,6159,5,963284400.0
5,6240,5,1014087600.0
5,6565,5,963370800.0
5,7370,4,963370800.0
5,7378,4,966049200.0
5,7584,5,963284400.0
6,6082,1,963716400.0
6,6098,5,963370800.0
6,6099,3,963716400.0
6,6143,5,963370800.0
6,6363,5,963370800.0
6,6565,5,963284400.0
6,6702,3,963370800.0
6,7370,4,963630000.0
6,7460,4,963370800.0
6,7463,5,963716400.0
6,7504,4,963716400.0
7,12105,5,964580400.0
7,6068,5,964580400.0
8,6074,4,965185200.0
8,6078,4,967863600.0
8,6119,4,964321200.0
8,6141,5,965617200.0
8,6143,1,964494000.0
8,6200,5,968209200.0
8,65,4,964494000.0
8,6655,2,965185200.0
8,7438,5,974944800.0
8,82,4,965617200.0
9,6790,4,965271600.0
9,7482,5,969591600.0
9,7551,5,965358000.0
9,7555,4,965358000.0
9,7557,3,965358000.0
9,7584,3,979092000.0
9,8530,5,965790000.0
10,7387,5,965617200.0
10,7442,4,965617200.0
10,7530,2,965617200.0
11,6119,4,965703600.0
11,6125,4,965876400.0
11,7415,4,965703600.0
11,7472,5,965703600.0
12,6038,5,967431600.0
12,6040,4,967431600.0
12,6040,5,967431600.0
12,6041,4,967431600.0
12,6042,5,967950000.0
12,6044,4,967950000.0
12,6047,5,966049200.0
12,6058,4,963716400.0
12,6101,3,966049200.0
12,6119,5,963802800.0
12,6152,5,963630000.0
12,6157,4,963630000.0
12,6159,5,963630000.0
12,6160,3,963716400.0
12,6161,4,963630000.0
12,6162,3,963716400.0
12,6163,3,966049200.0
12,6247,5,967086000.0
12,6565,4,963630000.0
12,6655,3,966999600.0
12,6666,4,967431600.0
12,6702,4,966999600.0
12,676,4,963630000.0
12,7008,4,966999600.0
12,7370,3,966999600.0
12,7372,4,966999600.0
12,7378,5,965962800.0
12,7408,3,963630000.0
12,7489,4,966049200.0
12,7567,4,963716400.0
12,7579,4,963716400.0
12,7580,4,963716400.0
12,7582,4,963716400.0
12,7583,4,963716400.0
12,7584,5,966049200.0
12,7623,3,963802800.0
12,777,4,963630000.0
12,7816,4,967431600.0
12,782,5,966049200.0
12,8613,2,963716400.0
12,8662,2,966999600.0
13,2241,5,967172400.0
14,6149,5,967777200.0
14,6151,4,967777200.0
14,6156,3,968641200.0
14,6159,5,967604400.0
14,6363,5,967690800.0
14,6652,5,968641200.0
14,6653,4,967690800.0
14,6655,1,967690800.0
14,6702,4,967604400.0
14,7388,4,968641200.0
14,7433,4,967604400.0
14,7435,4,967604400.0
14,7438,5,968641200.0
14,7446,4,968641200.0
14,7462,5,968641200.0
14,7468,1,967604400.0
14,7473,5,967604400.0
14,7474,2,968641200.0
14,7487,3,967690800.0
14,7492,5,967604400.0
14,7496,4,968641200.0
14,7503,4,968641200.0
14,7504,3,968122800.0
14,7528,4,967690800.0
14,7529,5,967604400.0
14,7535,5,967604400.0
14,7537,4,967690800.0
14,7546,4,967604400.0
14,7550,4,967777200.0
14,7551,5,967604400.0
14,7555,4,967777200.0
14,7557,5,967777200.0
14,7558,2,967777200.0
14,7566,4,967604400.0
14,7618,4,967604400.0
14,7631,5,967604400.0
14,7919,5,967690800.0
14,8664,5,967690800.0
14,8778,2,968641200.0
14,9270,1,967604400.0
16,6166,5,976845600.0
17,7407,5,977536800.0
17,7417,5,977536800.0
17,7453,4,977536800.0
18,6702,4,968122800.0
18,7370,4,968122800.0
19,4148,4,982551600.0
19,6119,5,976500000.0
19,6196,4,975981600.0
19,7508,4,984798000.0
19,7628,1,981856800.0
19,82,5,980992800.0
20,6032,5,980128800.0
20,6047,4,980215200.0
20,6058,2,980474400.0
20,6101,2,980388000.0
20,6103,5,980820000.0
20,6159,5,980388000.0
20,6565,5,980388000.0
20,7557,4,980733600.0
20,7617,5,981684000.0
21,6154,5,982375200.0
21,6159,5,982116000.0
21,6358,4,982897200.0
21,6565,1,982288800.0
21,7372,5,982029600.0
21,7408,1,982288800.0
21,7423,2,982029600.0
21,7551,5,982810800.0
21,7587,5,982810800.0
21,8210,3,981597600.0
21,8733,5,982551600.0
23,6660,4,983588400.0
23,7371,3,984452400.0
23,7372,4,983070000.0
23,7373,4,983674800.0
23,7423,5,988081200.0
23,7471,4,984538800.0
23,7574,4,983761200.0
23,7575,5,983588400.0
23,7612,4,983674800.0
23,7653,5,984106800.0
23,7655,5,984625200.0
23,8327,4,985662000.0
24,6678,2,968468400.0
24,7370,2,968295600.0
24,7386,4,964062000.0
24,7392,5,963543600.0
24,7393,4,968554800.0
24,7405,4,968554800.0
24,7406,4,968554800.0
24,7417,4,963889200.0
24,7422,4,964062000.0
24,7438,2,968554800.0
24,7443,4,968554800.0
24,7458,4,963630000.0
24,7459,4,964062000.0
24,7470,5,963630000.0
24,7471,4,968554800.0
24,7479,5,968554800.0
24,7504,4,968554800.0
24,7512,4,963543600.0
24,7534,5,963543600.0
24,7546,3,969159600.0
24,7555,2,964062000.0
24,7560,5,968036400.0
24,7582,4,963802800.0
24,7584,3,963630000.0
24,7632,4,982638000.0
24,771,4,968209200.0
24,782,4,968122800.0
24,8569,4,964666800.0
24,8662,5,963889200.0
24,8664,5,963370800.0
24,8733,5,963975600.0
24,8772,4,963716400.0
24,8775,4,963630000.0
24,8776,3,968554800.0
24,8789,4,968554800.0
24,8963,5,967086000.0
25,4157,4,996807600.0
26,6728,5,1006394400.0
26,7694,4,1007344800.0
26,9270,4,1008208800.0
27,6143,4,983242800.0
27,6152,5,975117600.0
27,6155,3,1009504800.0
27,6171,4,994388400.0
27,6180,1,1002769200.0
27,6191,4,985057200.0
27,6196,4,1039831200.0
27,62,5,968986800.0
27,6205,2,989290800.0
27,6206,2,989290800.0
27,6207,1,1002682800.0
27,6212,4,1001559600.0
27,6217,3,995598000.0
27,6225,4,993697200.0
27,6235,4,1003802400.0
27,6236,3,1004925600.0
27,6240,5,1011837600.0
27,6242,3,1016506800.0
27,6245,3,1015383600.0
27,6246,5,1018494000.0
27,6247,5,989290800.0
27,6256,1,1025319600.0
27,6257,4,1025233200.0
27,6258,2,1026270000.0
27,6261,4,1038535200.0
27,6262,4,1036807200.0
27,6280,2,1056510000.0
27,63,2,995166000.0
27,6365,3,975290400.0
27,6371,4,997498800.0
27,6420,5,976586400.0
27,6565,1,975290400.0
27,6617,4,1002423600.0
27,6638,5,1001646000.0
27,6652,3,995684400.0
27,6653,3,968986800.0
27,6655,2,975290400.0
27,6692,4,1003456800.0
27,67,4,980128800.0
27,6731,4,1020394800.0
27,6735,3,1065582000.0
27,6806,3,1041732000.0
27,681,4,1044064800.0
27,684,5,1016506800.0
27,6867,3,1020999600.0
27,69,5,989290800.0
27,7008,3,989031600.0
27,7087,2,1032231600.0
27,7093,4,1035601200.0
27,7371,1,975290400.0
27,7404,5,970023600.0
27,7429,2,1023937200.0
27,7444,1,983502000.0
27,7473,5,997585200.0
27,7477,5,995166000.0
27,7492,5,995079600.0
27,7494,5,989290800.0
27,7497,5,989290800.0
27,7508,3,1056423600.0
27,7512,5,997585200.0
27,7515,5,1011837600.0
27,7520,5,990586800.0
27,7559,4,1001818800.0
27,7567,5,969764400.0
27,7583,3,1022036400.0
27,7584,5,968986800.0
27,7585,5,1008554400.0
27,7588,1,990500400.0
27,7590,3,1031108400.0
27,7592,3,1003456800.0
27,76,3,998449200.0
27,7644,5,993697200.0
27,7675,4,989290800.0
27,7680,1,1001818800.0
27,77,2,1005962400.0
27,7715,5,1011837600.0
27,7724,5,1013047200.0
27,7740,4,1023591600.0
27,7743,5,1042164000.0
27,7746,3,1020913200.0
27,775,3,1001991600.0
27,7750,3,1040004000.0
27,7753,5,1023159600.0
27,7759,3,1025838000.0
27,7764,3,1028343600.0
27,7767,3,1031194800.0
27,7774,2,1031367600.0
27,7813,3,1057114800.0
27,7816,3,1038103200.0
27,786,2,1028170800.0
27,82,4,999226800.0
27,85,3,1031886000.0
27,8553,1,989204400.0
27,86,4,1030590000.0
27,8733,5,993697200.0
28,6420,5,968122800.0
28,6565,5,968122800.0
28,6702,5,968554800.0
28,7008,3,968209200.0
28,7370,5,968122800.0
28,7559,5,968554800.0
28,7566,5,968554800.0
28,7567,5,968554800.0
28,7571,5,968554800.0
28,7577,5,968209200.0
28,7584,1,968295600.0
28,7589,5,968122800.0
28,7816,1,967950000.0
28,846,5,968554800.0
30,4190,3,1067047200.0
31,2292,4,1075687200.0
32,6293,5,1081393200.0
34,6129,5,968986800.0
34,6149,5,970455600.0
34,7378,4,969332400.0
34,7557,5,968986800.0
34,7584,5,969332400.0
34,7644,5,968986800.0
35,6867,4,1097550000.0
35,7332,5,1124679600.0
35,7405,4,1097722800.0
35,7455,5,1136080800.0
35,7462,4,1090465200.0
35,7508,5,1090465200.0
35,7512,5,1143428400.0
35,7517,5,1089255600.0
35,7529,4,1156647600.0
35,7546,5,1105063200.0
35,7644,5,1096081200.0
35,7675,5,1095217200.0
35,7776,4,1105322400.0
35,7809,5,1107655200.0
35,7847,5,1110769200.0
35,7864,5,1095217200.0
35,787,5,1096167600.0
35,8244,4,1133056800.0
35,83,4,1106532000.0
35,8302,5,1155351600.0
35,8347,4,1114484400.0
35,86,4,1096081200.0
35,8601,1,1134439200.0
35,8645,5,1090897200.0
35,8681,5,1089255600.0
35,918,5,1157166000.0
37,6129,4,968727600.0
37,6444,3,1057633200.0
37,6565,3,969332400.0
37,6617,3,1057633200.0
37,6700,3,1057633200.0
38,6115,3,969678000.0
38,6119,4,961815600.0
38,6123,3,965530800.0
38,6132,4,970801200.0
38,6141,4,970801200.0
38,6180,3,965530800.0
38,6702,3,969591600.0
38,7370,4,965530800.0
38,7423,4,961902000.0
38,7429,4,961902000.0
38,7439,4,969678000.0
38,7444,2,965530800.0
38,7487,4,969678000.0
38,7492,4,969678000.0
38,7567,5,961902000.0
38,7572,4,970801200.0
38,7584,5,961902000.0
38,8358,4,969678000.0
39,5083,5,1263866400.0
39,53,3,1305514800.0
39,5498,5,1305601200.0
39,56,5,1305601200.0
39,5745,4,1285988400.0
39,5817,3,1305342000.0
39,6019,3,1305514800.0
39,6070,3,1305601200.0
39,6074,5,1254711600.0
39,6081,5,1306033200.0
39,6098,5,1306206000.0
39,6108,5,1306292400.0
39,6119,5,1306206000.0
39,6125,5,1306119600.0
39,6143,3,1276138800.0
39,6144,5,1306206000.0
39,6159,5,1306206000.0
39,62,5,1306206000.0
39,6267,3,1306119600.0
39,6268,5,1306292400.0
39,6299,4,1333508400.0
39,6328,4,1305428400.0
39,6363,4,1306033200.0
39,6380,5,1306206000.0
39,6422,4,1331262000.0
